Date,StoreKey,ProductKey,UnitsSold,Revenue,Cost
2025-08-01,1,110,61,5184.39,2475.38
2025-08-01,1,111,123,9223.77,4749.03
2025-08-01,1,112,37,2219.63,1038.96
2025-08-01,1,113,8,1399.92,707.92
2025-08-01,1,114,20,1999.8,1159.2
2025-08-01,1,115,24,1199.76,547.2
2025-08-01,1,116,168,25198.32,13933.92
2025-08-01,1,117,18,1889.82,996.84
2025-08-01,1,118,9,1934.91,1087.2
2025-08-01,1,119,6,959.94,498.96
2025-08-01,1,120,30,1649.7,835.5
2025-08-01,1,121,5,1049.95,592.05
2025-08-01,1,122,9,1169.91,542.61
2025-08-01,1,123,5,949.95,490.15
2025-08-01,1,124,13,1364.87,642.85
2025-08-01,1,125,10,1249.9,580.6
2025-08-01,1,126,16,1279.84,616.0
2025-08-01,1,127,30,1499.7,769.5
2025-08-01,1,128,192,16318.08,9192.96
2025-08-01,1,129,5,1024.95,561.85
2025-08-01,1,130,12,1319.88,709.2
2025-08-01,1,131,5,1474.95,750.3
2025-08-01,1,132,8,839.92,380.24
2025-08-01,1,133,53,11924.47,5377.38
2025-08-01,1,134,5,724.95,411.55
2025-08-01,1,135,7,734.93,353.43
2025-08-01,1,136,6,839.94,392.4
2025-08-01,1,137,50,11249.5,5417.5
2025-08-01,1,138,132,17818.68,8243.4
2025-08-01,1,139,69,12764.31,6519.12
2025-08-01,1,140,54,13229.46,7645.86
2025-08-01,1,141,6,1109.94,548.46
2025-08-01,1,142,7,1014.93,481.81
2025-08-01,1,143,5,924.95,449.7
2025-08-01,1,144,45,8549.55,4804.65
2025-08-01,1,145,13,1299.87,753.74
2025-08-01,1,146,51,16064.49,9163.68
2025-08-01,1,147,10,1299.9,667.0
2025-08-01,1,148,3,899.97,424.26
2025-08-01,1,149,9,1349.91,745.02
2025-08-01,1,150,3,554.97,318.81
2025-08-01,1,151,5,574.95,280.9
2025-08-01,1,152,2,909.98,416.26
2025-08-01,1,153,3,944.97,529.98
2025-08-01,1,154,2,1149.98,529.46
2025-08-01,1,155,3,1094.97,588.84
2025-08-01,1,156,6,569.94,322.44
2025-08-01,1,157,4,1519.96,766.8
2025-08-01,1,158,2,1119.98,533.74
2025-08-01,1,159,253,40477.47,20298.19
2025-08-01,1,160,2,579.98,331.04
2025-08-01,1,161,380,11396.2,6049.6
2025-08-01,1,162,16,1039.84,496.8
2025-08-01,1,163,2,1119.98,632.24
2025-08-01,1,164,2,469.98,221.12
2025-08-01,1,165,107,40123.93,23205.09
2025-08-01,1,166,3,1229.97,642.18
2025-08-01,1,167,8,1399.92,791.92
2025-08-01,1,168,88,15839.12,8373.2
2025-08-01,1,169,2,629.98,304.06
2025-08-01,1,170,6,479.94,242.4
2025-08-01,1,171,23,574.77,316.25
2025-08-01,1,172,120,14398.8,7306.8
2025-08-01,1,173,3,1049.97,487.77
2025-08-01,1,174,2,1009.98,530.98
2025-08-01,1,175,173,17298.27,8477.0
2025-08-01,1,176,2,879.98,400.56
2025-08-01,1,177,2,629.98,338.12
2025-08-01,1,178,1,259.99,146.56
2025-08-01,1,179,10,849.9,485.2
2025-08-01,1,180,2,879.98,488.74
2025-08-01,1,181,12,359.88,196.44
2025-08-01,1,182,2,839.98,465.6
2025-08-01,1,183,3,1109.97,537.99
2025-08-01,1,184,11,714.89,402.71
2025-08-01,1,185,3,344.97,191.85
2025-08-01,1,186,216,32397.84,17928.0
2025-08-01,1,187,407,12205.93,5799.75
2025-08-01,1,188,2,779.98,449.04
2025-08-01,1,189,2,589.98,296.14
2025-08-01,1,190,2,319.98,145.14
2025-08-01,1,191,1,239.99,138.03
2025-08-01,1,192,1,194.99,98.76
2025-08-01,1,195,1,414.99,214.79
2025-08-01,1,198,7,3814.93,2045.75
2025-08-01,1,200,1,339.99,183.81
2025-08-01,1,201,1,249.99,134.1
2025-08-01,1,204,31,8214.69,4535.61
2025-08-01,1,205,1,339.99,172.52
2025-08-01,1,206,142,9228.58,5104.9
2025-08-01,1,207,323,9686.77,4467.09
2025-08-01,1,208,8,639.92,315.84
2025-08-01,1,209,9,314.91,154.44
2025-08-01,1,210,878,21941.22,10009.2
2025-08-01,1,211,4,419.96,192.96
2025-08-01,1,212,7,524.93,285.25
2025-08-01,1,213,8,439.92,206.4
2025-08-01,1,214,3,329.97,185.4
2025-08-01,1,215,6,569.94,272.7
2025-08-01,1,216,24,359.76,173.52
2025-08-01,1,217,9,539.91,299.25
2025-08-01,1,218,3,359.97,189.84
2025-08-01,1,219,3,224.97,122.28
2025-08-01,1,220,10,599.9,282.4
2025-09-01,1,101,112,15678.88,8491.84
2025-09-01,1,102,39,7019.61,4057.95
2025-09-01,1,103,28,5459.72,2726.64
2025-09-01,1,104,65,4224.35,2096.25
2025-09-01,1,105,16,2639.84,1422.56
2025-09-01,1,106,23,3104.77,1495.92
2025-09-01,1,107,37,3144.63,1793.39
2025-09-01,1,108,13,2079.87,1163.89
2025-09-01,1,109,19,1424.81,647.14
2025-09-01,1,110,94,7989.06,3814.52
2025-09-01,1,111,133,9973.67,5135.13
2025-09-01,1,112,44,2639.56,1235.52
2025-09-01,1,113,8,1399.92,707.92
2025-09-01,1,114,24,2399.76,1391.04
2025-09-01,1,115,28,1399.72,638.4
2025-09-01,1,116,122,18298.78,10118.68
2025-09-01,1,117,13,1364.87,719.94
2025-09-01,1,118,9,1934.91,1087.2
2025-09-01,1,119,7,1119.93,582.12
2025-09-01,1,120,35,1924.65,974.75
2025-09-01,1,121,6,1259.94,710.46
2025-09-01,1,122,11,1429.89,663.19
2025-09-01,1,123,5,949.95,490.15
2025-09-01,1,124,12,1259.88,593.4
2025-09-01,1,125,8,999.92,464.48
2025-09-01,1,126,14,1119.86,539.0
2025-09-01,1,127,34,1699.66,872.1
2025-09-01,1,128,202,17167.98,9671.76
2025-09-01,1,129,5,1024.95,561.85
2025-09-01,1,130,11,1209.89,650.1
2025-09-01,1,131,4,1179.96,600.24
2025-09-01,1,132,9,944.91,427.77
2025-09-01,1,133,53,11924.47,5377.38
2025-09-01,1,134,4,579.96,329.24
2025-09-01,1,135,7,734.93,353.43
2025-09-01,1,136,6,839.94,392.4
2025-09-01,1,137,52,11699.48,5634.2
2025-09-01,1,138,167,22543.33,10429.15
2025-09-01,1,139,72,13319.28,6802.56
2025-09-01,1,140,49,12004.51,6937.91
2025-09-01,1,141,7,1294.93,639.87
2025-09-01,1,142,7,1014.93,481.81
2025-09-01,1,143,6,1109.94,539.64
2025-09-01,1,144,57,10829.43,6085.89
2025-09-01,1,145,9,899.91,521.82
2025-09-01,1,146,31,9764.69,5570.08
2025-09-01,1,147,6,779.94,400.2
2025-09-01,1,148,3,899.97,424.26
2025-09-01,1,149,9,1349.91,745.02
2025-09-01,1,150,4,739.96,425.08
2025-09-01,1,151,4,459.96,224.72
2025-09-01,1,152,1,454.99,208.13
2025-09-01,1,153,2,629.98,353.32
2025-09-01,1,154,1,574.99,264.73
2025-09-01,1,155,2,729.98,392.56
2025-09-01,1,156,7,664.93,376.18
2025-09-01,1,157,2,759.98,383.4
2025-09-01,1,158,2,1119.98,533.74
2025-09-01,1,159,155,24798.45,12435.65
2025-09-01,1,160,2,579.98,331.04
2025-09-01,1,161,278,8337.22,4425.76
2025-09-01,1,162,14,909.86,434.7
2025-09-01,1,163,1,559.99,316.12
2025-09-01,1,164,2,469.98,221.12
2025-09-01,1,165,75,28124.25,16265.25
2025-09-01,1,166,3,1229.97,642.18
2025-09-01,1,167,4,699.96,395.96
2025-09-01,1,168,70,12599.3,6660.5
2025-09-01,1,169,1,314.99,152.03
2025-09-01,1,170,6,479.94,242.4
2025-09-01,1,171,20,499.8,275.0
2025-09-01,1,172,93,11159.07,5662.77
2025-09-01,1,173,2,699.98,325.18
2025-09-01,1,174,2,1009.98,530.98
2025-09-01,1,175,94,9399.06,4606.0
2025-09-01,1,176,1,439.99,200.28
2025-09-01,1,177,2,629.98,338.12
2025-09-01,1,178,2,519.98,293.12
2025-09-01,1,179,10,849.9,485.2
2025-09-01,1,180,1,439.99,244.37
2025-09-01,1,181,12,359.88,196.44
2025-09-01,1,182,2,839.98,465.6
2025-09-01,1,183,2,739.98,358.66
2025-09-01,1,184,9,584.91,329.49
2025-09-01,1,185,4,459.96,255.8
2025-09-01,1,186,143,21448.57,11869.0
2025-09-01,1,187,398,11936.02,5671.5
2025-09-01,1,188,1,389.99,224.52
2025-09-01,1,189,2,589.98,296.14
2025-09-01,1,190,3,479.97,217.71
2025-09-01,1,191,1,239.99,138.03
2025-09-01,1,192,1,194.99,98.76
2025-09-01,1,193,1,414.99,239.84
2025-09-01,1,195,1,414.99,214.79
2025-09-01,1,196,1,584.99,334.75
2025-09-01,1,197,1,254.99,129.04
2025-09-01,1,198,9,4904.91,2630.25
2025-09-01,1,199,1,729.99,376.62
2025-09-01,1,200,1,339.99,183.81
2025-09-01,1,201,1,249.99,134.1
2025-09-01,1,203,1,394.99,220.56
2025-09-01,1,204,38,10069.62,5559.78
2025-09-01,1,205,1,339.99,172.52
2025-09-01,1,206,134,8708.66,4817.3
2025-09-01,1,207,244,7317.56,3374.52
2025-09-01,1,208,8,639.92,315.84
2025-09-01,1,209,10,349.9,171.6
2025-09-01,1,210,771,19267.29,8789.4
2025-09-01,1,211,5,524.95,241.2
2025-09-01,1,212,5,374.95,203.75
2025-09-01,1,213,6,329.94,154.8
2025-09-01,1,214,3,329.97,185.4
2025-09-01,1,215,5,474.95,227.25
2025-09-01,1,216,18,269.82,130.14
2025-09-01,1,217,10,599.9,332.5
2025-09-01,1,218,4,479.96,253.12
2025-09-01,1,219,3,224.97,122.28
2025-09-01,1,220,9,539.91,254.16
2025-10-01,1,101,130,18198.7,9856.6
2025-10-01,1,102,30,5399.7,3121.5
2025-10-01,1,103,28,5459.72,2726.64
2025-10-01,1,104,76,4939.24,2451.0
2025-10-01,1,105,13,2144.87,1155.83
2025-10-01,1,106,22,2969.78,1430.88
2025-10-01,1,107,46,3909.54,2229.62
2025-10-01,1,108,13,2079.87,1163.89
2025-10-01,1,109,30,2249.7,1021.8
2025-10-01,1,110,69,5864.31,2800.02
2025-10-01,1,111,132,9898.68,5096.52
2025-10-01,1,112,30,1799.7,842.4
2025-10-01,1,113,11,1924.89,973.39
2025-10-01,1,114,25,2499.75,1449.0
2025-10-01,1,115,26,1299.74,592.8
2025-10-01,1,116,108,16198.92,8957.52
2025-10-01,1,117,17,1784.83,941.46
2025-10-01,1,118,8,1719.92,966.4
2025-10-01,1,119,6,959.94,498.96
2025-10-01,1,120,32,1759.68,891.2
2025-10-01,1,121,5,1049.95,592.05
2025-10-01,1,122,9,1169.91,542.61
2025-10-01,1,123,5,949.95,490.15
2025-10-01,1,124,12,1259.88,593.4
2025-10-01,1,125,7,874.93,406.42
2025-10-01,1,126,14,1119.86,539.0
2025-10-01,1,127,31,1549.69,795.15
2025-10-01,1,128,212,18017.88,10150.56
2025-10-01,1,129,5,1024.95,561.85
2025-10-01,1,130,10,1099.9,591.0
2025-10-01,1,131,5,1474.95,750.3
2025-10-01,1,132,6,629.94,285.18
2025-10-01,1,133,54,12149.46,5478.84
2025-10-01,1,134,4,579.96,329.24
2025-10-01,1,135,4,419.96,201.96
2025-10-01,1,136,5,699.95,327.0
2025-10-01,1,137,41,9224.59,4442.35
2025-10-01,1,138,118,15928.82,7369.1
2025-10-01,1,139,50,9249.5,4724.0
2025-10-01,1,140,43,10534.57,6088.37
2025-10-01,1,141,6,1109.94,548.46
2025-10-01,1,142,6,869.94,412.98
2025-10-01,1,143,5,924.95,449.7
2025-10-01,1,144,35,6649.65,3736.95
2025-10-01,1,145,10,999.9,579.8
2025-10-01,1,146,31,9764.69,5570.08
2025-10-01,1,147,9,1169.91,600.3
2025-10-01,1,148,3,899.97,424.26
2025-10-01,1,149,5,749.95,413.9
2025-10-01,1,150,3,554.97,318.81
2025-10-01,1,151,4,459.96,224.72
2025-10-01,1,152,1,454.99,208.13
2025-10-01,1,153,2,629.98,353.32
2025-10-01,1,154,1,574.99,264.73
2025-10-01,1,155,1,364.99,196.28
2025-10-01,1,156,5,474.95,268.7
2025-10-01,1,157,2,759.98,383.4
2025-10-01,1,158,1,559.99,266.87
2025-10-01,1,159,121,19358.79,9707.83
2025-10-01,1,160,1,289.99,165.52
2025-10-01,1,161,313,9386.87,4982.96
2025-10-01,1,162,9,584.91,279.45
2025-10-01,1,163,1,559.99,316.12
2025-10-01,1,164,1,234.99,110.56
2025-10-01,1,165,49,18374.51,10626.63
2025-10-01,1,166,1,409.99,214.06
2025-10-01,1,167,4,699.96,395.96
2025-10-01,1,168,55,9899.45,5233.25
2025-10-01,1,169,1,314.99,152.03
2025-10-01,1,170,5,399.95,202.0
2025-10-01,1,171,14,349.86,192.5
2025-10-01,1,172,95,11399.05,5784.55
2025-10-01,1,173,1,349.99,162.59
2025-10-01,1,174,2,1009.98,530.98
2025-10-01,1,175,101,10098.99,4949.0
2025-10-01,1,176,1,439.99,200.28
2025-10-01,1,177,2,629.98,338.12
2025-10-01,1,178,1,259.99,146.56
2025-10-01,1,179,8,679.92,388.16
2025-10-01,1,180,2,879.98,488.74
2025-10-01,1,181,9,269.91,147.33
2025-10-01,1,182,2,839.98,465.6
2025-10-01,1,183,1,369.99,179.33
2025-10-01,1,184,8,519.92,292.88
2025-10-01,1,185,4,459.96,255.8
2025-10-01,1,186,136,20398.64,11288.0
2025-10-01,1,187,317,9506.83,4517.25
2025-10-01,1,188,2,779.98,449.04
2025-10-01,1,189,2,589.98,296.14
2025-10-01,1,190,3,479.97,217.71
2025-10-01,1,191,2,479.98,276.06
2025-10-01,1,192,2,389.98,197.52
2025-10-01,1,193,1,414.99,239.84
2025-10-01,1,195,2,829.98,429.58
2025-10-01,1,196,1,584.99,334.75
2025-10-01,1,197,1,254.99,129.04
2025-10-01,1,198,16,8719.84,4676.0
2025-10-01,1,199,1,729.99,376.62
2025-10-01,1,200,2,679.98,367.62
2025-10-01,1,201,2,499.98,268.2
2025-10-01,1,202,1,629.99,297.75
2025-10-01,1,203,1,394.99,220.56
2025-10-01,1,204,63,16694.37,9217.53
2025-10-01,1,205,2,679.98,345.04
2025-10-01,1,206,134,8708.66,4817.3
2025-10-01,1,207,354,10616.46,4895.82
2025-10-01,1,208,6,479.94,236.88
2025-10-01,1,209,11,384.89,188.76
2025-10-01,1,210,706,17642.94,8048.4
2025-10-01,1,211,5,524.95,241.2
2025-10-01,1,212,4,299.96,163.0
2025-10-01,1,213,6,329.94,154.8
2025-10-01,1,214,3,329.97,185.4
2025-10-01,1,215,5,474.95,227.25
2025-10-01,1,216,23,344.77,166.29
2025-10-01,1,217,9,539.91,299.25
2025-10-01,1,218,4,479.96,253.12
2025-10-01,1,219,3,224.97,122.28
2025-10-01,1,220,10,599.9,282.4
2025-11-01,1,101,167,23378.33,12661.94
2025-11-01,1,102,33,5939.67,3433.65
2025-11-01,1,103,31,6044.69,3018.78
2025-11-01,1,104,69,4484.31,2225.25
2025-11-01,1,105,21,3464.79,1867.11
2025-11-01,1,106,31,4184.69,2016.24
2025-11-01,1,107,58,4929.42,2811.26
2025-11-01,1,108,15,2399.85,1342.95
2025-11-01,1,109,29,2174.71,987.74
2025-11-01,1,110,79,6714.21,3205.82
2025-11-01,1,111,185,13873.15,7142.85
2025-11-01,1,112,35,2099.65,982.8
2025-11-01,1,113,9,1574.91,796.41
2025-11-01,1,114,28,2799.72,1622.88
2025-11-01,1,115,26,1299.74,592.8
2025-11-01,1,116,141,21148.59,11694.54
2025-11-01,1,117,18,1889.82,996.84
2025-11-01,1,118,11,2364.89,1328.8
2025-11-01,1,119,7,1119.93,582.12
2025-11-01,1,120,43,2364.57,1197.55
2025-11-01,1,121,6,1259.94,710.46
2025-11-01,1,122,10,1299.9,602.9
2025-11-01,1,123,5,949.95,490.15
2025-11-01,1,124,14,1469.86,692.3
2025-11-01,1,125,7,874.93,406.42
2025-11-01,1,126,15,1199.85,577.5
2025-11-01,1,127,34,1699.66,872.1
2025-11-01,1,128,207,17592.93,9911.16
2025-11-01,1,129,5,1024.95,561.85
2025-11-01,1,130,15,1649.85,886.5
2025-11-01,1,131,5,1474.95,750.3
2025-11-01,1,132,7,734.93,332.71
2025-11-01,1,133,51,11474.49,5174.46
2025-11-01,1,134,4,579.96,329.24
2025-11-01,1,135,6,629.94,302.94
2025-11-01,1,136,9,1259.91,588.6
2025-11-01,1,137,47,10574.53,5092.45
2025-11-01,1,138,113,15253.87,7056.85
2025-11-01,1,139,51,9434.49,4818.48
2025-11-01,1,140,43,10534.57,6088.37
2025-11-01,1,141,7,1294.93,639.87
2025-11-01,1,142,6,869.94,412.98
2025-11-01,1,143,5,924.95,449.7
2025-11-01,1,144,51,9689.49,5445.27
2025-11-01,1,145,12,1199.88,695.76
2025-11-01,1,146,31,9764.69,5570.08
2025-11-01,1,147,8,1039.92,533.6
2025-11-01,1,148,3,899.97,424.26
2025-11-01,1,149,7,1049.93,579.46
2025-11-01,1,150,4,739.96,425.08
2025-11-01,1,151,4,459.96,224.72
2025-11-01,1,152,1,454.99,208.13
2025-11-01,1,153,1,314.99,176.66
2025-11-01,1,154,1,574.99,264.73
2025-11-01,1,155,1,364.99,196.28
2025-11-01,1,156,4,379.96,214.96
2025-11-01,1,157,1,379.99,191.7
2025-11-01,1,158,1,559.99,266.87
2025-11-01,1,159,131,20958.69,10510.13
2025-11-01,1,160,1,289.99,165.52
2025-11-01,1,161,227,6807.73,3613.84
2025-11-01,1,162,7,454.93,217.35
2025-11-01,1,163,1,559.99,316.12
2025-11-01,1,164,1,234.99,110.56
2025-11-01,1,165,49,18374.51,10626.63
2025-11-01,1,166,2,819.98,428.12
2025-11-01,1,167,4,699.96,395.96
2025-11-01,1,168,33,5939.67,3139.95
2025-11-01,1,169,1,314.99,152.03
2025-11-01,1,170,4,319.96,161.6
2025-11-01,1,171,18,449.82,247.5
2025-11-01,1,172,75,8999.25,4566.75
2025-11-01,1,173,2,699.98,325.18
2025-11-01,1,174,1,504.99,265.49
2025-11-01,1,175,86,8599.14,4214.0
2025-11-01,1,176,1,439.99,200.28
2025-11-01,1,177,2,629.98,338.12
2025-11-01,1,178,1,259.99,146.56
2025-11-01,1,179,7,594.93,339.64
2025-11-01,1,180,1,439.99,244.37
2025-11-01,1,181,14,419.86,229.18
2025-11-01,1,182,2,839.98,465.6
2025-11-01,1,183,2,739.98,358.66
2025-11-01,1,184,8,519.92,292.88
2025-11-01,1,185,4,459.96,255.8
2025-11-01,1,186,128,19198.72,10624.0
2025-11-01,1,187,346,10376.54,4930.5
2025-11-01,1,188,2,779.98,449.04
2025-11-01,1,189,2,589.98,296.14
2025-11-01,1,190,2,319.98,145.14
2025-11-01,1,191,4,959.96,552.12
2025-11-01,1,192,5,974.95,493.8
2025-11-01,1,193,2,829.98,479.68
2025-11-01,1,194,1,729.99,346.53
2025-11-01,1,195,3,1244.97,644.37
2025-11-01,1,196,2,1169.98,669.5
2025-11-01,1,197,2,509.98,258.08
2025-11-01,1,198,25,13624.75,7306.25
2025-11-01,1,199,2,1459.98,753.24
2025-11-01,1,200,3,1019.97,551.43
2025-11-01,1,201,4,999.96,536.4
2025-11-01,1,202,1,629.99,297.75
2025-11-01,1,203,2,789.98,441.12
2025-11-01,1,204,169,44783.31,24726.39
2025-11-01,1,205,3,1019.97,517.56
2025-11-01,1,206,125,8123.75,4493.75
2025-11-01,1,207,382,11456.18,5283.06
2025-11-01,1,208,10,799.9,394.8
2025-11-01,1,209,13,454.87,223.08
2025-11-01,1,210,1291,32262.09,14717.4
2025-11-01,1,211,6,629.94,289.44
2025-11-01,1,212,6,449.94,244.5
2025-11-01,1,213,9,494.91,232.2
2025-11-01,1,214,4,439.96,247.2
2025-11-01,1,215,5,474.95,227.25
2025-11-01,1,216,28,419.72,202.44
2025-11-01,1,217,12,719.88,399.0
2025-11-01,1,218,5,599.95,316.4
2025-11-01,1,219,5,374.95,203.8
2025-11-01,1,220,10,599.9,282.4
2025-12-01,1,101,203,28417.97,15391.46
2025-12-01,1,102,57,10259.43,5930.85
2025-12-01,1,103,29,5654.71,2824.02
2025-12-01,1,104,90,5849.1,2902.5
2025-12-01,1,105,26,4289.74,2311.66
2025-12-01,1,106,30,4049.7,1951.2
2025-12-01,1,107,73,6204.27,3538.31
2025-12-01,1,108,21,3359.79,1880.13
2025-12-01,1,109,34,2549.66,1158.04
2025-12-01,1,110,103,8753.97,4179.74
2025-12-01,1,111,229,17172.71,8841.69
2025-12-01,1,112,64,3839.36,1797.12
2025-12-01,1,113,12,2099.88,1061.88
2025-12-01,1,114,39,3899.61,2260.44
2025-12-01,1,115,28,1399.72,638.4
2025-12-01,1,116,247,37047.53,20486.18
2025-12-01,1,117,19,1994.81,1052.22
2025-12-01,1,118,15,3224.85,1812.0
2025-12-01,1,119,11,1759.89,914.76
2025-12-01,1,120,56,3079.44,1559.6
2025-12-01,1,121,9,1889.91,1065.69
2025-12-01,1,122,17,2209.83,1024.93
2025-12-01,1,123,6,1139.94,588.18
2025-12-01,1,124,20,2099.8,989.0
2025-12-01,1,125,14,1749.86,812.84
2025-12-01,1,126,18,1439.82,693.0
2025-12-01,1,127,47,2349.53,1205.55
2025-12-01,1,128,438,37225.62,20971.44
2025-12-01,1,129,7,1434.93,786.59
2025-12-01,1,130,23,2529.77,1359.3
2025-12-01,1,131,7,2064.93,1050.42
2025-12-01,1,132,9,944.91,427.77
2025-12-01,1,133,63,14174.37,6391.98
2025-12-01,1,134,4,579.96,329.24
2025-12-01,1,135,6,629.94,302.94
2025-12-01,1,136,9,1259.91,588.6
2025-12-01,1,137,70,15749.3,7584.5
2025-12-01,1,138,208,28077.92,12989.6
2025-12-01,1,139,83,15354.17,7841.84
2025-12-01,1,140,65,15924.35,9203.35
2025-12-01,1,141,9,1664.91,822.69
2025-12-01,1,142,7,1014.93,481.81
2025-12-01,1,143,7,1294.93,629.58
2025-12-01,1,144,59,11209.41,6299.43
2025-12-01,1,145,14,1399.86,811.72
2025-12-01,1,146,53,16694.47,9523.04
2025-12-01,1,147,11,1429.89,733.7
2025-12-01,1,148,4,1199.96,565.68
2025-12-01,1,149,8,1199.92,662.24
2025-12-01,1,150,4,739.96,425.08
2025-12-01,1,151,3,344.97,168.54
2025-12-01,1,152,1,454.99,208.13
2025-12-01,1,153,2,629.98,353.32
2025-12-01,1,154,1,574.99,264.73
2025-12-01,1,155,2,729.98,392.56
2025-12-01,1,156,5,474.95,268.7
2025-12-01,1,157,2,759.98,383.4
2025-12-01,1,158,1,559.99,266.87
2025-12-01,1,159,128,20478.72,10269.44
2025-12-01,1,160,1,289.99,165.52
2025-12-01,1,161,293,8787.07,4664.56
2025-12-01,1,162,8,519.92,248.4
2025-12-01,1,163,1,559.99,316.12
2025-12-01,1,164,2,469.98,221.12
2025-12-01,1,165,48,17999.52,10409.76
2025-12-01,1,166,2,819.98,428.12
2025-12-01,1,167,5,874.95,494.95
2025-12-01,1,168,54,9719.46,5138.1
2025-12-01,1,169,1,314.99,152.03
2025-12-01,1,170,4,319.96,161.6
2025-12-01,1,171,17,424.83,233.75
2025-12-01,1,172,101,12118.99,6149.89
2025-12-01,1,173,2,699.98,325.18
2025-12-01,1,174,1,504.99,265.49
2025-12-01,1,175,83,8299.17,4067.0
2025-12-01,1,176,1,439.99,200.28
2025-12-01,1,177,2,629.98,338.12
2025-12-01,1,178,1,259.99,146.56
2025-12-01,1,179,8,679.92,388.16
2025-12-01,1,180,1,439.99,244.37
2025-12-01,1,181,11,329.89,180.07
2025-12-01,1,182,1,419.99,232.8
2025-12-01,1,183,2,739.98,358.66
2025-12-01,1,184,9,584.91,329.49
2025-12-01,1,185,3,344.97,191.85
2025-12-01,1,186,197,29548.03,16351.0
2025-12-01,1,187,389,11666.11,5543.25
2025-12-01,1,188,2,779.98,449.04
2025-12-01,1,189,3,884.97,444.21
2025-12-01,1,190,4,639.96,290.28
2025-12-01,1,191,3,719.97,414.09
2025-12-01,1,192,5,974.95,493.8
2025-12-01,1,193,3,1244.97,719.52
2025-12-01,1,194,2,1459.98,693.06
2025-12-01,1,195,3,1244.97,644.37
2025-12-01,1,196,2,1169.98,669.5
2025-12-01,1,197,3,764.97,387.12
2025-12-01,1,198,39,21254.61,11397.75
2025-12-01,1,199,2,1459.98,753.24
2025-12-01,1,200,4,1359.96,735.24
2025-12-01,1,201,6,1499.94,804.6
2025-12-01,1,202,2,1259.98,595.5
2025-12-01,1,203,2,789.98,441.12
2025-12-01,1,204,172,45578.28,25165.32
2025-12-01,1,205,4,1359.96,690.08
2025-12-01,1,206,252,16377.48,9059.4
2025-12-01,1,207,510,15294.9,7053.3
2025-12-01,1,208,15,1199.85,592.2
2025-12-01,1,209,18,629.82,308.88
2025-12-01,1,210,1284,32087.16,14637.6
2025-12-01,1,211,11,1154.89,530.64
2025-12-01,1,212,9,674.91,366.75
2025-12-01,1,213,14,769.86,361.2
2025-12-01,1,214,8,879.92,494.4
2025-12-01,1,215,8,759.92,363.6
2025-12-01,1,216,49,734.51,354.27
2025-12-01,1,217,16,959.84,532.0
2025-12-01,1,218,6,719.94,379.68
2025-12-01,1,219,5,374.95,203.8
2025-12-01,1,220,17,1019.83,480.08
2026-01-01,1,101,96,13439.04,7278.72
2026-01-01,1,102,29,5219.71,3017.45
2026-01-01,1,103,17,3314.83,1655.46
2026-01-01,1,104,47,3054.53,1515.75
2026-01-01,1,105,15,2474.85,1333.65
2026-01-01,1,106,20,2699.8,1300.8
2026-01-01,1,107,37,3144.63,1793.39
2026-01-01,1,108,12,1919.88,1074.36
2026-01-01,1,109,19,1424.81,647.14
2026-01-01,1,110,62,5269.38,2515.96
2026-01-01,1,111,116,8698.84,4478.76
2026-01-01,1,112,31,1859.69,870.48
2026-01-01,1,113,6,1049.94,530.94
2026-01-01,1,114,21,2099.79,1217.16
2026-01-01,1,115,21,1049.79,478.8
2026-01-01,1,116,127,19048.73,10533.38
2026-01-01,1,117,14,1469.86,775.32
2026-01-01,1,118,8,1719.92,966.4
2026-01-01,1,119,6,959.94,498.96
2026-01-01,1,120,29,1594.71,807.65
2026-01-01,1,121,3,629.97,355.23
2026-01-01,1,122,11,1429.89,663.19
2026-01-01,1,123,3,569.97,294.09
2026-01-01,1,124,11,1154.89,543.95
2026-01-01,1,125,6,749.94,348.36
2026-01-01,1,126,9,719.91,346.5
2026-01-01,1,127,27,1349.73,692.55
2026-01-01,1,128,194,16488.06,9288.72
2026-01-01,1,129,4,819.96,449.48
2026-01-01,1,130,11,1209.89,650.1
2026-01-01,1,131,3,884.97,450.18
2026-01-01,1,132,6,629.94,285.18
2026-01-01,1,133,32,7199.68,3246.72
2026-01-01,1,134,3,434.97,246.93
2026-01-01,1,135,5,524.95,252.45
2026-01-01,1,136,5,699.95,327.0
2026-01-01,1,137,47,10574.53,5092.45
2026-01-01,1,138,90,12149.1,5620.5
2026-01-01,1,139,49,9064.51,4629.52
2026-01-01,1,140,41,10044.59,5805.19
2026-01-01,1,141,6,1109.94,548.46
2026-01-01,1,142,5,724.95,344.15
2026-01-01,1,143,4,739.96,359.76
2026-01-01,1,144,44,8359.56,4697.88
2026-01-01,1,145,8,799.92,463.84
2026-01-01,1,146,30,9449.7,5390.4
2026-01-01,1,147,5,649.95,333.5
2026-01-01,1,148,2,599.98,282.84
2026-01-01,1,149,6,899.94,496.68
2026-01-01,1,150,3,554.97,318.81
2026-01-01,1,151,3,344.97,168.54
2026-01-01,1,152,1,454.99,208.13
2026-01-01,1,153,1,314.99,176.66
2026-01-01,1,154,1,574.99,264.73
2026-01-01,1,155,1,364.99,196.28
2026-01-01,1,156,3,284.97,161.22
2026-01-01,1,157,1,379.99,191.7
2026-01-01,1,158,1,559.99,266.87
2026-01-01,1,159,78,12479.22,6257.94
