Date,StoreKey,AccountKey,Amount
2026-07-01,3,6200,12000
2026-07-01,3,6210,2500
2026-07-01,3,6300,6700
2026-07-01,3,6310,2100
2026-07-01,3,6400,1900
2026-07-01,3,6410,1500
2026-07-01,3,6420,900
2026-07-01,3,6430,700
2026-07-01,3,7000,5200
2026-08-01,3,4000,262450
2026-08-01,3,4100,63050
2026-08-01,3,4200,24400
2026-08-01,3,5000,170900
2026-08-01,3,5100,7500
2026-08-01,3,5200,2300
2026-08-01,3,6000,51900
2026-08-01,3,6010,11400
2026-08-01,3,6100,25200
2026-08-01,3,6110,1600
2026-08-01,3,6120,1800
2026-08-01,3,6200,11050
2026-08-01,3,6210,2500
2026-08-01,3,6300,6200
2026-08-01,3,6310,1950
2026-08-01,3,6400,1900
2026-08-01,3,6410,1500
2026-08-01,3,6420,900
2026-08-01,3,6430,700
2026-08-01,3,7000,5200
2026-09-01,3,4000,226850
2026-09-01,3,4100,54500
2026-09-01,3,4200,21100
2026-09-01,3,5000,147700
2026-09-01,3,5100,6450
2026-09-01,3,5200,1950
2026-09-01,3,6000,49450
2026-09-01,3,6010,10900
2026-09-01,3,6100,25200
2026-09-01,3,6110,1250
2026-09-01,3,6120,1800
2026-09-01,3,6200,9550
2026-09-01,3,6210,8500
2026-09-01,3,6300,5350
2026-09-01,3,6310,1700
2026-09-01,3,6400,1900
2026-09-01,3,6410,1500
2026-09-01,3,6420,900
2026-09-01,3,6430,700
2026-09-01,3,7000,5200
2026-10-01,3,4000,209050
2026-10-01,3,4100,50250
2026-10-01,3,4200,19450
2026-10-01,3,5000,136150
2026-10-01,3,5100,5950
2026-10-01,3,5200,1800
2026-10-01,3,6000,48250
2026-10-01,3,6010,10600
2026-10-01,3,6100,25200
2026-10-01,3,6110,1250
2026-10-01,3,6120,1800
2026-10-01,3,6200,8800
2026-10-01,3,6210,2500
2026-10-01,3,6300,4950
2026-10-01,3,6310,1550
2026-10-01,3,6400,1900
2026-10-01,3,6410,1500
2026-10-01,3,6420,900
2026-10-01,3,6430,700
2026-10-01,3,7000,5200
2026-11-01,3,4000,240200
2026-11-01,3,4100,57700
2026-11-01,3,4200,22350
2026-11-01,3,5000,156400
2026-11-01,3,5100,6850
2026-11-01,3,5200,2100
2026-11-01,3,6000,50400
2026-11-01,3,6010,11100
2026-11-01,3,6100,25200
2026-11-01,3,6110,1250
2026-11-01,3,6120,1800
2026-11-01,3,6200,10150
2026-11-01,3,6210,2500
2026-11-01,3,6300,5650
2026-11-01,3,6310,1800
2026-11-01,3,6400,1900
2026-11-01,3,6410,1500
2026-11-01,3,6420,900
2026-11-01,3,6430,700
2026-11-01,3,7000,5200
2026-12-01,3,4000,311400
2026-12-01,3,4100,74800
2026-12-01,3,4200,28950
2026-12-01,3,5000,202750
2026-12-01,3,5100,8900
2026-12-01,3,5200,2700
2026-12-01,3,6000,55250
2026-12-01,3,6010,12150
2026-12-01,3,6100,25200
2026-12-01,3,6110,1650
2026-12-01,3,6120,1800
2026-12-01,3,6200,13150
2026-12-01,3,6210,8500
2026-12-01,3,6300,7350
2026-12-01,3,6310,2300
2026-12-01,3,6400,1900
2026-12-01,3,6410,1500
2026-12-01,3,6420,900
2026-12-01,3,6430,700
2026-12-01,3,7000,5200
2024-01-01,4,4000,96100
2024-01-01,4,4100,18850
2024-01-01,4,4200,8600
2024-01-01,4,5000,60350
2024-01-01,4,5100,2650
2024-01-01,4,5200,800
2024-01-01,4,6000,27300
2024-01-01,4,6010,6000
2024-01-01,4,6100,14300
2024-01-01,4,6110,950
2024-01-01,4,6120,1800
2024-01-01,4,6200,3900
2024-01-01,4,6210,1500
2024-01-01,4,6300,2200
2024-01-01,4,6310,700
2024-01-01,4,6400,1200
2024-01-01,4,6410,1450
2024-01-01,4,6420,2700
2024-01-01,4,6430,700
2024-01-01,4,7000,2800
2024-02-01,4,4000,98450
2024-02-01,4,4100,19300
2024-02-01,4,4200,8850
2024-02-01,4,5000,61800
2024-02-01,4,5100,2700
2024-02-01,4,5200,800
2024-02-01,4,6000,27500
2024-02-01,4,6010,6050
2024-02-01,4,6100,14300
2024-02-01,4,6110,950
2024-02-01,4,6120,1800
2024-02-01,4,6200,4000
2024-02-01,4,6210,1500
2024-02-01,4,6300,2250
2024-02-01,4,6310,700
2024-02-01,4,6400,1200
2024-02-01,4,6410,1450
2024-02-01,4,6420,900
2024-02-01,4,6430,700
2024-02-01,4,7000,2800
2024-03-01,4,4000,112500
2024-03-01,4,4100,22050
2024-03-01,4,4200,10100
2024-03-01,4,5000,70650
2024-03-01,4,5100,3100
2024-03-01,4,5200,950
2024-03-01,4,6000,28400
2024-03-01,4,6010,6250
2024-03-01,4,6100,14300
2024-03-01,4,6110,750
2024-03-01,4,6120,1800
2024-03-01,4,6200,4600
2024-03-01,4,6210,5100
2024-03-01,4,6300,2550
2024-03-01,4,6310,800
2024-03-01,4,6400,1200
2024-03-01,4,6410,1450
2024-03-01,4,6420,900
2024-03-01,4,6430,700
2024-03-01,4,7000,2800
2024-04-01,4,4000,121900
2024-04-01,4,4100,23900
2024-04-01,4,4200,10950
2024-04-01,4,5000,76550
2024-04-01,4,5100,3350
2024-04-01,4,5200,1000
2024-04-01,4,6000,29000
2024-04-01,4,6010,6400
2024-04-01,4,6100,14300
2024-04-01,4,6110,750
2024-04-01,4,6120,1800
2024-04-01,4,6200,4950
2024-04-01,4,6210,1500
2024-04-01,4,6300,2750
2024-04-01,4,6310,850
2024-04-01,4,6400,1200
2024-04-01,4,6410,1450
2024-04-01,4,6420,900
2024-04-01,4,6430,700
2024-04-01,4,7000,2800
2024-05-01,4,4000,133600
2024-05-01,4,4100,26200
2024-05-01,4,4200,12000
2024-05-01,4,5000,83900
2024-05-01,4,5100,3700
2024-05-01,4,5200,1100
2024-05-01,4,6000,29800
2024-05-01,4,6010,6550
2024-05-01,4,6100,14300
2024-05-01,4,6110,750
2024-05-01,4,6120,1800
2024-05-01,4,6200,5450
2024-05-01,4,6210,1500
2024-05-01,4,6300,3050
2024-05-01,4,6310,950
2024-05-01,4,6400,1200
2024-05-01,4,6410,1450
2024-05-01,4,6420,900
2024-05-01,4,6430,700
2024-05-01,4,7000,2800
2024-06-01,4,4000,145350
2024-06-01,4,4100,28500
2024-06-01,4,4200,13050
2024-06-01,4,5000,91250
2024-06-01,4,5100,4000
2024-06-01,4,5200,1200
2024-06-01,4,6000,30550
2024-06-01,4,6010,6700
2024-06-01,4,6100,14300
2024-06-01,4,6110,750
2024-06-01,4,6120,1800
2024-06-01,4,6200,5900
2024-06-01,4,6210,5100
2024-06-01,4,6300,3300
2024-06-01,4,6310,1050
2024-06-01,4,6400,1200
2024-06-01,4,6410,1450
2024-06-01,4,6420,900
2024-06-01,4,6430,700
2024-06-01,4,7000,2800
2024-07-01,4,4000,150050
2024-07-01,4,4100,29400
2024-07-01,4,4200,13450
2024-07-01,4,5000,94200
2024-07-01,4,5100,4150
2024-07-01,4,5200,1250
2024-07-01,4,6000,30850
2024-07-01,4,6010,6800
2024-07-01,4,6100,14300
2024-07-01,4,6110,900
2024-07-01,4,6120,1800
2024-07-01,4,6200,6100
2024-07-01,4,6210,1500
2024-07-01,4,6300,3400
2024-07-01,4,6310,1100
2024-07-01,4,6400,1200
2024-07-01,4,6410,1450
2024-07-01,4,6420,900
2024-07-01,4,6430,700
2024-07-01,4,7000,2800
2024-08-01,4,4000,138300
2024-08-01,4,4100,27100
2024-08-01,4,4200,12400
2024-08-01,4,5000,86850
2024-08-01,4,5100,3800
2024-08-01,4,5200,1150
2024-08-01,4,6000,30100
2024-08-01,4,6010,6600
2024-08-01,4,6100,14300
2024-08-01,4,6110,900
2024-08-01,4,6120,1800
2024-08-01,4,6200,5600
2024-08-01,4,6210,1500
2024-08-01,4,6300,3150
2024-08-01,4,6310,1000
2024-08-01,4,6400,1200
2024-08-01,4,6410,1450
2024-08-01,4,6420,900
2024-08-01,4,6430,700
2024-08-01,4,7000,2800
2024-09-01,4,4000,119550
2024-09-01,4,4100,23450
2024-09-01,4,4200,10700
2024-09-01,4,5000,75050
2024-09-01,4,5100,3300
2024-09-01,4,5200,1000
2024-09-01,4,6000,28850
2024-09-01,4,6010,6350
2024-09-01,4,6100,14300
2024-09-01,4,6110,750
2024-09-01,4,6120,1800
2024-09-01,4,6200,4850
2024-09-01,4,6210,5100
2024-09-01,4,6300,2700
2024-09-01,4,6310,850
2024-09-01,4,6400,1200
2024-09-01,4,6410,1450
2024-09-01,4,6420,900
2024-09-01,4,6430,700
2024-09-01,4,7000,2800
2024-10-01,4,4000,110200
2024-10-01,4,4100,21600
2024-10-01,4,4200,9900
2024-10-01,4,5000,69200
2024-10-01,4,5100,3050
2024-10-01,4,5200,900
2024-10-01,4,6000,28250
2024-10-01,4,6010,6200
2024-10-01,4,6100,14300
2024-10-01,4,6110,750
2024-10-01,4,6120,1800
2024-10-01,4,6200,4500
2024-10-01,4,6210,1500
2024-10-01,4,6300,2500
2024-10-01,4,6310,800
2024-10-01,4,6400,1200
2024-10-01,4,6410,1450
2024-10-01,4,6420,900
2024-10-01,4,6430,700
2024-10-01,4,7000,2800
2024-11-01,4,4000,126600
2024-11-01,4,4100,24800
2024-11-01,4,4200,11350
2024-11-01,4,5000,79500
2024-11-01,4,5100,3500
2024-11-01,4,5200,1050
2024-11-01,4,6000,29350
2024-11-01,4,6010,6450
2024-11-01,4,6100,14300
2024-11-01,4,6110,750
2024-11-01,4,6120,1800
2024-11-01,4,6200,5150
2024-11-01,4,6210,1500
2024-11-01,4,6300,2900
2024-11-01,4,6310,900
2024-11-01,4,6400,1200
2024-11-01,4,6410,1450
2024-11-01,4,6420,900
2024-11-01,4,6430,700
2024-11-01,4,7000,2800
2024-12-01,4,4000,164100
2024-12-01,4,4100,32150
2024-12-01,4,4200,14700
2024-12-01,4,5000,103050
2024-12-01,4,5100,4500
2024-12-01,4,5200,1350
2024-12-01,4,6000,31800
2024-12-01,4,6010,7000
2024-12-01,4,6100,14300
2024-12-01,4,6110,950
2024-12-01,4,6120,1800
2024-12-01,4,6200,6650
2024-12-01,4,6210,5100
2024-12-01,4,6300,3750
2024-12-01,4,6310,1200
2024-12-01,4,6400,1200
2024-12-01,4,6410,1450
2024-12-01,4,6420,900
2024-12-01,4,6430,700
2024-12-01,4,7000,2800
2025-01-01,4,4000,102850
2025-01-01,4,4100,20150
2025-01-01,4,4200,9200
2025-01-01,4,5000,64550
2025-01-01,4,5100,2850
2025-01-01,4,5200,850
2025-01-01,4,6000,27750
2025-01-01,4,6010,6100
2025-01-01,4,6100,14300
2025-01-01,4,6110,950
2025-01-01,4,6120,1800
2025-01-01,4,6200,4200
2025-01-01,4,6210,1500
2025-01-01,4,6300,2350
2025-01-01,4,6310,750
2025-01-01,4,6400,1200
2025-01-01,4,6410,1500
2025-01-01,4,6420,2700
2025-01-01,4,6430,700
2025-01-01,4,7000,2800
2025-02-01,4,4000,105350
2025-02-01,4,4100,20650
2025-02-01,4,4200,9450
2025-02-01,4,5000,66150
2025-02-01,4,5100,2900
2025-02-01,4,5200,900
2025-02-01,4,6000,27950
2025-02-01,4,6010,6150
2025-02-01,4,6100,14300
2025-02-01,4,6110,950
2025-02-01,4,6120,1800
2025-02-01,4,6200,4300
2025-02-01,4,6210,1500
2025-02-01,4,6300,2400
2025-02-01,4,6310,750
2025-02-01,4,6400,1200
2025-02-01,4,6410,1500
2025-02-01,4,6420,900
2025-02-01,4,6430,700
2025-02-01,4,7000,2800
2025-03-01,4,4000,120400
2025-03-01,4,4100,23600
2025-03-01,4,4200,10800
2025-03-01,4,5000,75600
2025-03-01,4,5100,3300
2025-03-01,4,5200,1000
2025-03-01,4,6000,28900
2025-03-01,4,6010,6350
2025-03-01,4,6100,14300
2025-03-01,4,6110,750
2025-03-01,4,6120,1800
2025-03-01,4,6200,4900
2025-03-01,4,6210,5100
2025-03-01,4,6300,2750
2025-03-01,4,6310,850
2025-03-01,4,6400,1200
2025-03-01,4,6410,1500
2025-03-01,4,6420,900
2025-03-01,4,6430,700
2025-03-01,4,7000,2800
2025-04-01,4,4000,130450
2025-04-01,4,4100,25550
2025-04-01,4,4200,11700
2025-04-01,4,5000,81900
2025-04-01,4,5100,3600
2025-04-01,4,5200,1100
2025-04-01,4,6000,29600
2025-04-01,4,6010,6500
2025-04-01,4,6100,14300
2025-04-01,4,6110,750
2025-04-01,4,6120,1800
2025-04-01,4,6200,5300
2025-04-01,4,6210,1500
2025-04-01,4,6300,2950
2025-04-01,4,6310,950
2025-04-01,4,6400,1200
2025-04-01,4,6410,1500
2025-04-01,4,6420,900
2025-04-01,4,6430,700
2025-04-01,4,7000,2800
2025-05-01,4,4000,142950
2025-05-01,4,4100,28050
2025-05-01,4,4200,12800
2025-05-01,4,5000,89750
2025-05-01,4,5100,3950
2025-05-01,4,5200,1200
2025-05-01,4,6000,30400
2025-05-01,4,6010,6700
2025-05-01,4,6100,14300
2025-05-01,4,6110,750
2025-05-01,4,6120,1800
2025-05-01,4,6200,5800
2025-05-01,4,6210,1500
2025-05-01,4,6300,3250
2025-05-01,4,6310,1050
2025-05-01,4,6400,1200
2025-05-01,4,6410,1500
2025-05-01,4,6420,900
2025-05-01,4,6430,700
2025-05-01,4,7000,2800
2025-06-01,4,4000,155500
2025-06-01,4,4100,30500
2025-06-01,4,4200,13950
2025-06-01,4,5000,97650
2025-06-01,4,5100,4300
2025-06-01,4,5200,1300
2025-06-01,4,6000,31250
2025-06-01,4,6010,6850
2025-06-01,4,6100,14300
2025-06-01,4,6110,750
2025-06-01,4,6120,1800
2025-06-01,4,6200,6300
2025-06-01,4,6210,5100
2025-06-01,4,6300,3550
2025-06-01,4,6310,1100
2025-06-01,4,6400,1200
2025-06-01,4,6410,1500
2025-06-01,4,6420,900
2025-06-01,4,6430,700
2025-06-01,4,7000,2800
2025-07-01,4,4000,160550
2025-07-01,4,4100,31450
2025-07-01,4,4200,14400
2025-07-01,4,5000,100800
2025-07-01,4,5100,4400
2025-07-01,4,5200,1350
2025-07-01,4,6000,31550
2025-07-01,4,6010,6950
2025-07-01,4,6100,14300
2025-07-01,4,6110,900
2025-07-01,4,6120,1800
2025-07-01,4,6200,6550
2025-07-01,4,6210,1500
2025-07-01,4,6300,3650
2025-07-01,4,6310,1150
2025-07-01,4,6400,1200
2025-07-01,4,6410,1500
2025-07-01,4,6420,900
2025-07-01,4,6430,700
2025-07-01,4,7000,2800
2025-08-01,4,4000,148000
2025-08-01,4,4100,29000
2025-08-01,4,4200,13250
2025-08-01,4,5000,92900
2025-08-01,4,5100,4050
2025-08-01,4,5200,1250
2025-08-01,4,6000,30750
2025-08-01,4,6010,6750
2025-08-01,4,6100,14300
2025-08-01,4,6110,900
2025-08-01,4,6120,1800
2025-08-01,4,6200,6000
2025-08-01,4,6210,1500
2025-08-01,4,6300,3350
2025-08-01,4,6310,1050
2025-08-01,4,6400,1200
2025-08-01,4,6410,1500
2025-08-01,4,6420,900
2025-08-01,4,6430,700
2025-08-01,4,7000,2800
2025-09-01,4,4000,127900
2025-09-01,4,4100,25100
2025-09-01,4,4200,11450
2025-09-01,4,5000,80300
2025-09-01,4,5100,3500
2025-09-01,4,5200,1050
2025-09-01,4,6000,29400
2025-09-01,4,6010,6450
2025-09-01,4,6100,14300
2025-09-01,4,6110,750
2025-09-01,4,6120,1800
2025-09-01,4,6200,5200
2025-09-01,4,6210,5100
2025-09-01,4,6300,2900
2025-09-01,4,6310,900
2025-09-01,4,6400,1200
2025-09-01,4,6410,1500
2025-09-01,4,6420,900
2025-09-01,4,6430,700
2025-09-01,4,7000,2800
2025-10-01,4,4000,117900
2025-10-01,4,4100,23100
2025-10-01,4,4200,10550
2025-10-01,4,5000,74000
2025-10-01,4,5100,3250
2025-10-01,4,5200,1000
2025-10-01,4,6000,28750
2025-10-01,4,6010,6350
2025-10-01,4,6100,14300
2025-10-01,4,6110,750
2025-10-01,4,6120,1800
2025-10-01,4,6200,4800
2025-10-01,4,6210,1500
2025-10-01,4,6300,2700
2025-10-01,4,6310,850
2025-10-01,4,6400,1200
2025-10-01,4,6410,1500
2025-10-01,4,6420,900
2025-10-01,4,6430,700
2025-10-01,4,7000,2800
2025-11-01,4,4000,135450
2025-11-01,4,4100,26550
2025-11-01,4,4200,12150
2025-11-01,4,5000,85050
2025-11-01,4,5100,3750
2025-11-01,4,5200,1150
2025-11-01,4,6000,29900
2025-11-01,4,6010,6600
2025-11-01,4,6100,14300
2025-11-01,4,6110,750
2025-11-01,4,6120,1800
2025-11-01,4,6200,5500
2025-11-01,4,6210,1500
2025-11-01,4,6300,3100
2025-11-01,4,6310,950
2025-11-01,4,6400,1200
2025-11-01,4,6410,1500
2025-11-01,4,6420,900
2025-11-01,4,6430,700
2025-11-01,4,7000,2800
2025-12-01,4,4000,175600
2025-12-01,4,4100,34400
2025-12-01,4,4200,15750
2025-12-01,4,5000,110250
2025-12-01,4,5100,4850
2025-12-01,4,5200,1450
2025-12-01,4,6000,32550
2025-12-01,4,6010,7150
2025-12-01,4,6100,14300
2025-12-01,4,6110,950
2025-12-01,4,6120,1800
2025-12-01,4,6200,7150
2025-12-01,4,6210,5100
2025-12-01,4,6300,4000
2025-12-01,4,6310,1250
2025-12-01,4,6400,1200
2025-12-01,4,6410,1500
2025-12-01,4,6420,900
2025-12-01,4,6430,700
2025-12-01,4,7000,2800
2026-01-01,4,4000,109000
2026-01-01,4,4100,21350
2026-01-01,4,4200,9800
2026-01-01,4,5000,68450
2026-01-01,4,5100,3000
2026-01-01,4,5200,900
2026-01-01,4,6000,28150
2026-01-01,4,6010,6200
2026-01-01,4,6100,14300
2026-01-01,4,6110,950
2026-01-01,4,6120,1800
2026-01-01,4,6200,4450
2026-01-01,4,6210,1500
2026-01-01,4,6300,2500
2026-01-01,4,6310,800
2026-01-01,4,6400,1200
2026-01-01,4,6410,1500
2026-01-01,4,6420,2700
2026-01-01,4,6430,700
2026-01-01,4,7000,2800
2026-02-01,4,4000,111650
2026-02-01,4,4100,21900
2026-02-01,4,4200,10000
2026-02-01,4,5000,70100
2026-02-01,4,5100,3050
2026-02-01,4,5200,950
2026-02-01,4,6000,28350
2026-02-01,4,6010,6250
2026-02-01,4,6100,14300
2026-02-01,4,6110,950
2026-02-01,4,6120,1800
2026-02-01,4,6200,4550
2026-02-01,4,6210,1500
2026-02-01,4,6300,2550
2026-02-01,4,6310,800
2026-02-01,4,6400,1200
2026-02-01,4,6410,1500
2026-02-01,4,6420,900
2026-02-01,4,6430,700
2026-02-01,4,7000,2800
2026-03-01,4,4000,127600
2026-03-01,4,4100,25000
2026-03-01,4,4200,11450
2026-03-01,4,5000,80100
2026-03-01,4,5100,3500
2026-03-01,4,5200,1050
2026-03-01,4,6000,29400
2026-03-01,4,6010,6450
2026-03-01,4,6100,14300
2026-03-01,4,6110,750
2026-03-01,4,6120,1800
2026-03-01,4,6200,5200
2026-03-01,4,6210,5100
2026-03-01,4,6300,2900
2026-03-01,4,6310,900
2026-03-01,4,6400,1200
2026-03-01,4,6410,1500
2026-03-01,4,6420,900
2026-03-01,4,6430,700
2026-03-01,4,7000,2800
2026-04-01,4,4000,138250
2026-04-01,4,4100,27100
2026-04-01,4,4200,12400
2026-04-01,4,5000,86800
2026-04-01,4,5100,3800
2026-04-01,4,5200,1150
2026-04-01,4,6000,30100
2026-04-01,4,6010,6600
2026-04-01,4,6100,14300
2026-04-01,4,6110,750
2026-04-01,4,6120,1800
2026-04-01,4,6200,5600
2026-04-01,4,6210,1500
2026-04-01,4,6300,3150
2026-04-01,4,6310,1000
2026-04-01,4,6400,1200
2026-04-01,4,6410,1500
2026-04-01,4,6420,900
2026-04-01,4,6430,700
2026-04-01,4,7000,2800
2026-05-01,4,4000,151500
2026-05-01,4,4100,29700
2026-05-01,4,4200,13600
2026-05-01,4,5000,95150
2026-05-01,4,5100,4150
2026-05-01,4,5200,1250
2026-05-01,4,6000,30950
2026-05-01,4,6010,6800
2026-05-01,4,6100,14300
2026-05-01,4,6110,750
2026-05-01,4,6120,1800
2026-05-01,4,6200,6150
2026-05-01,4,6210,1500
2026-05-01,4,6300,3450
2026-05-01,4,6310,1100
2026-05-01,4,6400,1200
2026-05-01,4,6410,1500
2026-05-01,4,6420,900
2026-05-01,4,6430,700
2026-05-01,4,7000,2800
2026-06-01,4,4000,164800
2026-06-01,4,4100,32300
2026-06-01,4,4200,14800
2026-06-01,4,5000,103500
2026-06-01,4,5100,4550
2026-06-01,4,5200,1400
2026-06-01,4,6000,31850
2026-06-01,4,6010,7000
2026-06-01,4,6100,14300
2026-06-01,4,6110,750
2026-06-01,4,6120,1800
2026-06-01,4,6200,6700
2026-06-01,4,6210,5100
2026-06-01,4,6300,3750
2026-06-01,4,6310,1200
2026-06-01,4,6400,1200
2026-06-01,4,6410,1500
2026-06-01,4,6420,900
2026-06-01,4,6430,700
2026-06-01,4,7000,2800
2026-07-01,4,4000,170150
2026-07-01,4,4100,33350
2026-07-01,4,4200,15250
2026-07-01,4,5000,106850
2026-07-01,4,5100,4700
2026-07-01,4,5200,1400
2026-07-01,4,6000,32200
2026-07-01,4,6010,7100
2026-07-01,4,6100,14300
2026-07-01,4,6110,900
2026-07-01,4,6120,1800
2026-07-01,4,6200,6900
2026-07-01,4,6210,1500
2026-07-01,4,6300,3850
2026-07-01,4,6310,1200
2026-07-01,4,6400,1200
2026-07-01,4,6410,1500
2026-07-01,4,6420,900
2026-07-01,4,6430,700
2026-07-01,4,7000,2800
2026-08-01,4,4000,156850
2026-08-01,4,4100,30750
2026-08-01,4,4200,14050
2026-08-01,4,5000,98500
2026-08-01,4,5100,4300
2026-08-01,4,5200,1300
2026-08-01,4,6000,31300
2026-08-01,4,6010,6900
2026-08-01,4,6100,14300
2026-08-01,4,6110,900
2026-08-01,4,6120,1800
2026-08-01,4,6200,6400
2026-08-01,4,6210,1500
2026-08-01,4,6300,3550
2026-08-01,4,6310,1150
2026-08-01,4,6400,1200
2026-08-01,4,6410,1500
2026-08-01,4,6420,900
2026-08-01,4,6430,700
2026-08-01,4,7000,2800
2026-09-01,4,4000,135550
2026-09-01,4,4100,26600
2026-09-01,4,4200,12150
2026-09-01,4,5000,85150
2026-09-01,4,5100,3750
2026-09-01,4,5200,1150
2026-09-01,4,6000,29900
2026-09-01,4,6010,6600
2026-09-01,4,6100,14300
2026-09-01,4,6110,750
2026-09-01,4,6120,1800
2026-09-01,4,6200,5500
2026-09-01,4,6210,5100
2026-09-01,4,6300,3100
2026-09-01,4,6310,950
2026-09-01,4,6400,1200
2026-09-01,4,6410,1500
2026-09-01,4,6420,900
2026-09-01,4,6430,700
2026-09-01,4,7000,2800
2026-10-01,4,4000,124950
2026-10-01,4,4100,24500
2026-10-01,4,4200,11200
2026-10-01,4,5000,78450
2026-10-01,4,5100,3450
2026-10-01,4,5200,1050
2026-10-01,4,6000,29200
2026-10-01,4,6010,6450
2026-10-01,4,6100,14300
2026-10-01,4,6110,750
2026-10-01,4,6120,1800
2026-10-01,4,6200,5100
2026-10-01,4,6210,1500
2026-10-01,4,6300,2850
2026-10-01,4,6310,900
2026-10-01,4,6400,1200
2026-10-01,4,6410,1500
2026-10-01,4,6420,900
2026-10-01,4,6430,700
2026-10-01,4,7000,2800
2026-11-01,4,4000,143550
2026-11-01,4,4100,28150
2026-11-01,4,4200,12900
2026-11-01,4,5000,90150
2026-11-01,4,5100,3950
2026-11-01,4,5200,1200
2026-11-01,4,6000,30450
2026-11-01,4,6010,6700
2026-11-01,4,6100,14300
2026-11-01,4,6110,750
2026-11-01,4,6120,1800
2026-11-01,4,6200,5850
2026-11-01,4,6210,1500
2026-11-01,4,6300,3250
2026-11-01,4,6310,1050
2026-11-01,4,6400,1200
2026-11-01,4,6410,1500
2026-11-01,4,6420,900
2026-11-01,4,6430,700
2026-11-01,4,7000,2800
2026-12-01,4,4000,186100
2026-12-01,4,4100,36500
2026-12-01,4,4200,16700
2026-12-01,4,5000,116850
2026-12-01,4,5100,5100
2026-12-01,4,5200,1550
2026-12-01,4,6000,33250
2026-12-01,4,6010,7300
2026-12-01,4,6100,14300
2026-12-01,4,6110,950
2026-12-01,4,6120,1800
2026-12-01,4,6200,7550
2026-12-01,4,6210,5100
2026-12-01,4,6300,4250
2026-12-01,4,6310,1350
2026-12-01,4,6400,1200
2026-12-01,4,6410,1500
2026-12-01,4,6420,900
2026-12-01,4,6430,700
2026-12-01,4,7000,2800
2024-01-01,5,4000,251650
2024-01-01,5,4100,85650
2024-01-01,5,4200,25300
2024-01-01,5,5000,177100
2024-01-01,5,5100,7750
2024-01-01,5,5200,2350
2024-01-01,5,6000,70550
2024-01-01,5,6010,15500
2024-01-01,5,6100,39550
2024-01-01,5,6110,2850
2024-01-01,5,6120,1800
2024-01-01,5,6200,11450
2024-01-01,5,6210,3750
2024-01-01,5,6300,6400
2024-01-01,5,6310,2000
2024-01-01,5,6400,2800
2024-01-01,5,6410,1450
2024-01-01,5,6420,2700
2024-01-01,5,6430,700
2024-01-01,5,7000,9500
2024-02-01,5,4000,257800
2024-02-01,5,4100,87750
2024-02-01,5,4200,25900
2024-02-01,5,5000,181400
2024-02-01,5,5100,7950
2024-02-01,5,5200,2400
2024-02-01,5,6000,71000
2024-02-01,5,6010,15600
2024-02-01,5,6100,39550
2024-02-01,5,6110,2850
2024-02-01,5,6120,1800
2024-02-01,5,6200,11750
2024-02-01,5,6210,3750
2024-02-01,5,6300,6550
2024-02-01,5,6310,2050
2024-02-01,5,6400,2800
2024-02-01,5,6410,1450
2024-02-01,5,6420,900
2024-02-01,5,6430,700
2024-02-01,5,7000,9500
2024-03-01,5,4000,294650
2024-03-01,5,4100,100250
2024-03-01,5,4200,29600
2024-03-01,5,5000,207350
2024-03-01,5,5100,9100
2024-03-01,5,5200,2750
2024-03-01,5,6000,73700
2024-03-01,5,6010,16200
2024-03-01,5,6100,39550
2024-03-01,5,6110,2200
2024-03-01,5,6120,1800
2024-03-01,5,6200,13450
2024-03-01,5,6210,12750
2024-03-01,5,6300,7500
2024-03-01,5,6310,2350
2024-03-01,5,6400,2800
2024-03-01,5,6410,1450
2024-03-01,5,6420,900
2024-03-01,5,6430,700
2024-03-01,5,7000,9500
2024-04-01,5,4000,319200
2024-04-01,5,4100,108600
2024-04-01,5,4200,32100
2024-04-01,5,5000,224600
2024-04-01,5,5100,9850
2024-04-01,5,5200,3000
2024-04-01,5,6000,75550
2024-04-01,5,6010,16600
2024-04-01,5,6100,39550
2024-04-01,5,6110,2200
2024-04-01,5,6120,1800
2024-04-01,5,6200,14550
2024-04-01,5,6210,3750
2024-04-01,5,6300,8150
2024-04-01,5,6310,2550
2024-04-01,5,6400,2800
2024-04-01,5,6410,1450
2024-04-01,5,6420,900
2024-04-01,5,6430,700
2024-04-01,5,7000,9500
2024-05-01,5,4000,349900
2024-05-01,5,4100,119050
2024-05-01,5,4200,35150
2024-05-01,5,5000,246200
2024-05-01,5,5100,10800
2024-05-01,5,5200,3300
2024-05-01,5,6000,77800
2024-05-01,5,6010,17100
2024-05-01,5,6100,39550
2024-05-01,5,6110,2200
2024-05-01,5,6120,1800
2024-05-01,5,6200,15950
2024-05-01,5,6210,3750
2024-05-01,5,6300,8900
2024-05-01,5,6310,2800
2024-05-01,5,6400,2800
2024-05-01,5,6410,1450
2024-05-01,5,6420,900
2024-05-01,5,6430,700
2024-05-01,5,7000,9500
2024-06-01,5,4000,380600
2024-06-01,5,4100,129500
2024-06-01,5,4200,38250
2024-06-01,5,5000,267800
2024-06-01,5,5100,11750
2024-06-01,5,5200,3550
2024-06-01,5,6000,80050
2024-06-01,5,6010,17600
2024-06-01,5,6100,39550
2024-06-01,5,6110,2200
2024-06-01,5,6120,1800
2024-06-01,5,6200,17350
2024-06-01,5,6210,12750
